activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
11350,3013,,Form Fill,2021-10-02T13:27:00,
11351,6093,24,Email Open,2024-12-10T08:30:00,
11352,2784,23,Email Click,2021-07-31T02:59:00,
11353,345,146,Form Fill,2022-09-16T08:22:00,referral
11354,3453,17,Email Click,2030-03-15T14:30:00,
11355,4713,112,Form Fill,2023-12-09T06:36:00,google
11356,2224,85,Form Fill,2023-07-24T16:33:00,
11357,135,83,Form Fill,2023-04-24T20:09:00,linkedin
11358,4829,100,Email Open,2024-11-02T23:48:00,
11359,1701,87,Email Open,2024-06-26T09:35:00,
11360,5476,97,Email Click,2020-02-05T12:19:00,
11361,7749,24,Form Fill,2024-12-01T00:00:00,twitter
11362,5645,5,Form Fill,2023-06-10T07:24:00,
11363,4066,58,Unsubscribe,2023-05-26T02:45:00,
11364,4550,97,Content Download,2020-01-14T23:19:00,
11365,4443,191,Form Fill,2024-06-08T13:33:00,linkedin
11366,3730,59,Email Open,2020-03-28T07:00:00,
11367,3744,150,Content Download,2023-05-21T17:24:00,
11368,4068,10,Page Visit,2021-01-14T19:24:00,facebook
11369,4596,22,Email Open,2023-10-28T16:27:00,
11370,7084,149,Email Open,2023-04-15T08:20:00,
11371,6772,,Page Visit,2022-03-11T23:05:00,linkedin
11372,7708,47,Email Click,2022-05-24T01:22:00,
11373,6583,26,Email Open,2020-06-16T00:57:00,
11374,5862,109,Form Fill,2020-05-18T15:53:00,referral
11375,5093,5,Content Download,2023-06-12T03:03:00,
11376,7514,92,Email Open,2024-05-09T08:32:00,
11377,2196,46,Form Fill,2023-06-11T03:42:00,twitter
11378,2685,155,Webinar Registration,2024-10-04T19:51:00,
11379,2134,162,Email Click,2020-09-21T19:23:00,
11380,595,194,Email Click,2020-06-07T04:17:00,
11381,5021,87,Webinar Attended,2024-07-02T04:46:00,
11382,3866,21,Email Open,2024-08-31T14:39:00,
11383,466,154,Form Fill,2023-12-06T17:29:00,facebook
11384,3904,188,Content Download,2022-03-01T11:42:00,
11385,6296,58,Email Click,2023-06-03T03:53:00,
11386,6665,27,Email Open,2020-12-27T09:15:00,
11387,267,143,Email Open,2023-09-06T19:35:00,
11388,583,134,Content Download,2022-07-25T18:38:00,
11389,2522,64,Page Visit,2022-02-27T14:46:00,facebook
11390,7319,67,Unsubscribe,2024-06-04T11:48:00,
11391,2419,25,Webinar Registration,2022-07-26T19:06:00,
11392,3755,10,Email Open,2021-01-29T22:39:00,
11393,4540,91,Page Visit,2023-01-11T21:43:00,facebook
11394,5948,117,Page Visit,2024-07-30T14:52:00,facebook
11395,5620,145,Email Open,2023-08-28T07:31:00,
11396,6197,109,Email Open,2020-05-24T10:13:00,
11397,6989,128,Webinar Registration,2024-06-23T07:39:00,
11398,2444,61,Page Visit,2024-07-16T17:14:00,twitter
11399,1103,176,Content Download,2023-01-17T02:57:00,
11400,1058,101,Ad Click,2023-08-01T04:21:00,referral
11401,7220,188,Email Open,2022-02-28T20:40:00,
11402,3116,66,Email Open,2024-12-20T03:01:00,
11403,5322,1,Email Click,2022-12-16T07:59:00,
11404,5447,80,Email Open,2021-04-29T09:35:00,
11405,2495,199,Page Visit,2024-09-17T03:56:00,linkedin
11406,7658,35,Email Open,2024-07-13T04:23:00,
11407,1351,160,Email Open,2021-01-26T18:54:00,
11408,4918,170,Webinar Attended,2020-05-17T03:45:00,
11409,3987,94,Form Fill,2022-02-13T15:03:00,
11410,425,99,Ad Click,2020-02-16T17:55:00,direct
11411,7287,31,Email Open,2022-10-09T03:26:00,
11412,3009,20,Email Open,2023-11-26T15:12:00,
11413,1659,130,Content Download,2022-08-23T18:57:00,
11414,3956,63,Email Open,2021-03-21T20:18:00,
11415,659,130,Content Download,2030-03-15T14:30:00,
11416,1077,20,Email Bounce,2023-11-24T09:44:00,
11417,2986,73,Email Open,2020-05-30T18:42:00,
11418,1053,10,Email Open,2021-01-12T20:37:00,
11419,2470,94,Form Fill,2022-01-28T23:30:00,
11420,7641,186,Content Download,2024-12-26T00:00:00,
11421,5088,78,Content Download,2023-04-18T18:13:00,
11422,3486,142,Email Open,2024-01-21T19:08:00,
11423,3469,187,Email Open,2020-08-07T08:07:00,
11424,1079,190,Email Open,2024-10-21T09:28:00,
11425,1613,100,Email Click,2024-10-31T21:56:00,
11426,3998,185,Page Visit,2021-09-08T01:16:00,google
11427,6882,125,Ad Click,2024-06-24T20:42:00,google
11428,6428,182,Unsubscribe,2024-05-30T16:59:00,
11429,2100,45,Webinar Attended,2021-06-12T09:54:00,
11430,1729,176,Unsubscribe,2023-01-21T21:39:00,
11431,4585,195,Email Open,2023-12-10T04:07:00,
11432,1107,112,Unsubscribe,2023-12-17T08:06:00,
11433,5114,170,Page Visit,2020-05-14T13:11:00,
11434,7475,144,Page Visit,2022-03-21T13:13:00,facebook
11435,1030,156,Email Click,2020-07-12T23:31:00,
11436,4399,174,Content Download,2022-10-04T00:50:00,
11437,7550,163,Page Visit,2022-03-17T22:44:00,google
11438,2910,1,Email Open,2022-12-18T02:22:00,
11439,43,185,Email Open,2021-08-30T13:19:00,
11440,7645,28,Webinar Attended,2024-12-02T00:00:00,
11441,4363,174,Webinar Attended,2022-10-21T21:23:00,
11442,771,158,Webinar Attended,2024-07-20T03:04:00,
11443,699,58,Form Fill,2023-06-05T03:43:00,facebook
11444,4834,145,Email Open,2023-09-02T16:43:00,
11445,2729,162,Email Click,2020-10-05T19:34:00,
11446,7987,187,Form Fill,2020-08-25T06:25:00,referral
11447,1627,18,Webinar Registration,2024-06-28T12:19:00,
11448,550,98,Content Download,2020-09-16T09:30:00,
11449,5718,156,Content Download,2020-07-25T07:06:00,
11450,3607,91,Content Download,2022-12-26T19:44:00,
11451,945,186,Email Open,2024-12-12T05:15:00,
11452,6202,196,Email Click,2021-09-03T21:52:00,
11453,4922,55,Email Open,2020-05-25T04:30:00,
11454,253,111,Webinar Attended,2022-09-22T12:46:00,
11455,3022,46,Form Fill,2023-06-04T19:05:00,google
11456,3040,167,Webinar Registration,2020-11-30T16:13:00,
11457,6055,161,Webinar Attended,2020-05-30T23:29:00,
11458,3954,65,Email Bounce,2024-12-29T00:00:00,
11459,6069,77,Webinar Registration,2020-04-02T00:09:00,
11460,6275,131,Page Visit,2020-12-16T01:57:00,linkedin
11461,5589,112,Webinar Registration,2023-12-24T18:44:00,
11462,1541,161,Content Download,2020-06-09T20:18:00,
11463,5492,172,Unsubscribe,2021-12-23T08:04:00,
11464,2581,113,Webinar Registration,2024-08-28T22:54:00,
11465,3868,41,Form Fill,2021-05-06T10:37:00,facebook
11466,4883,140,Page Visit,2021-11-02T16:12:00,facebook
11467,841,81,Webinar Registration,2024-06-08T02:48:00,
11468,2406,7,Email Open,2021-03-16T03:43:00,
11469,2499,126,Webinar Registration,2021-12-11T12:09:00,
11470,3220,64,Page Visit,2022-01-23T01:54:00,facebook
11471,7887,11,Page Visit,2023-06-07T21:22:00,google
11472,891,59,Email Open,2020-03-31T09:07:00,
11473,2400,126,Form Fill,2021-12-14T14:55:00,direct
11474,2295,,Email Open,2021-01-08T12:33:00,
11475,3370,53,Email Click,2021-04-21T08:14:00,
11476,261,105,Content Download,2020-08-25T00:23:00,
11477,5948,129,Content Download,2023-10-03T14:55:00,
11478,2600,18,Form Fill,2024-07-01T03:22:00,google
11479,964,173,Webinar Attended,2024-10-30T07:50:00,
11480,5154,33,Page Visit,2020-10-15T13:04:00,facebook
11481,4474,134,Webinar Attended,2022-07-26T16:01:00,
11482,171,96,Ad Click,2024-09-07T12:52:00,direct
11483,6452,68,Email Open,2024-09-21T21:49:00,
11484,7743,61,Ad Click,2024-06-20T23:02:00,google
11485,6879,19,Form Fill,2024-04-09T19:40:00,twitter
11486,2907,33,Webinar Registration,2020-10-06T20:48:00,
11487,5386,,Email Open,2024-10-02T02:31:00,
11488,3176,65,Webinar Registration,2024-12-24T09:31:00,
11489,3463,66,Form Fill,2024-12-03T18:02:00,direct
11490,6558,120,,2022-12-25T07:15:00,referral
11491,2643,133,Email Open,2020-02-13T01:16:00,
11492,3671,41,Ad Click,2021-04-11T20:40:00,facebook
11493,5264,39,Form Fill,2022-11-18T16:24:00,facebook
11494,416,146,Email Open,2022-09-19T14:23:00,
11495,333,199,Email Open,2024-08-23T09:11:00,
11496,5568,44,Email Open,2023-01-22T12:36:00,
11497,7535,22,Email Bounce,2023-10-29T17:58:00,
11498,6073,89,Ad Click,2020-04-22T16:20:00,twitter
11499,2004,121,Form Fill,2021-08-02T13:09:00,referral
11500,6701,183,Webinar Registration,2024-03-27T09:12:00,
11501,299,195,Form Fill,2023-12-23T10:57:00,direct
11502,1918,48,Email Open,2024-05-12T20:05:00,
11503,596,124,Email Open,2024-11-20T23:00:00,
11504,6318,122,Content Download,2022-01-01T02:21:00,
11505,2128,115,Page Visit,2023-07-20T05:44:00,direct
11506,1900,74,Form Fill,2021-03-30T01:29:00,referral
11507,599,124,Email Click,2024-10-20T04:52:00,
11508,6219,154,Content Download,2023-11-13T16:24:00,
11509,1045,61,Ad Click,2024-07-14T23:25:00,twitter
11510,1298,151,Email Click,2021-07-29T19:40:00,
11511,7046,5,Content Download,2023-05-29T06:46:00,
11512,6461,130,Webinar Registration,2022-09-22T16:39:00,
11513,2767,105,Form Fill,2020-08-19T05:39:00,direct
11514,3915,173,Content Download,2024-10-29T01:01:00,
11515,5040,,Content Download,2021-11-06T11:49:00,
11516,566,135,Email Open,2023-12-03T15:51:00,
11517,6681,170,Webinar Registration,2020-05-11T10:22:00,
11518,5331,32,Page Visit,2024-07-29T03:57:00,twitter
11519,230,132,,2023-08-11T17:41:00,direct
11520,5410,94,Webinar Attended,2022-02-21T19:44:00,
11521,6903,172,Ad Click,2021-12-19T16:54:00,facebook
11522,72,100,Email Open,2024-10-30T15:17:00,
11523,7074,159,Form Fill,2020-08-09T17:57:00,referral
11524,1217,89,Ad Click,2020-04-15T06:59:00,google
11525,230,112,Email Open,2024-01-15T22:00:00,
11526,356,49,Form Fill,2022-08-06T08:08:00,
11527,5116,24,Ad Click,2024-12-29T00:00:00,direct
11528,1751,9,Page Visit,2022-10-10T05:57:00,referral
11529,6121,149,Email Open,2023-04-28T08:00:00,
11530,531,93,Unsubscribe,2024-11-03T13:43:00,
11531,5890,69,Form Fill,2023-05-08T22:20:00,
11532,2023,190,Email Open,2024-10-29T15:00:00,
11533,6094,34,Email Bounce,2021-11-16T04:06:00,
11534,6311,46,Email Click,2023-05-30T09:36:00,
11535,1608,17,Form Fill,2020-11-24T15:16:00,
11536,545,84,Form Fill,2024-06-01T13:31:00,referral
11537,6024,11,Form Fill,2023-06-08T03:51:00,twitter
11538,5954,150,,2023-06-14T08:08:00,
11539,2124,69,Form Fill,2023-05-17T15:05:00,direct
11540,6814,199,Content Download,2024-08-30T23:10:00,
11541,4637,66,Ad Click,2024-12-10T11:45:00,twitter
11542,1580,,,2021-07-30T13:27:00,
11543,932,127,Email Open,2022-08-08T05:20:00,
11544,2765,67,Page Visit,2024-03-16T23:22:00,google
11545,1270,124,Email Open,2024-09-16T23:53:00,
11546,4965,181,Email Bounce,2021-03-22T22:40:00,
11547,3465,152,Content Download,2023-02-15T23:19:00,
11548,6275,12,Email Click,2021-08-02T19:10:00,
11549,7282,76,Webinar Registration,2021-06-10T13:49:00,
11550,2429,31,Email Click,2022-09-10T16:04:00,
11551,876,72,Form Fill,2022-01-27T14:58:00,
11552,5874,167,Email Open,2020-12-11T03:44:00,
11553,7453,90,Webinar Attended,2024-05-13T17:55:00,
11554,1771,1,Form Fill,2022-11-02T22:24:00,
11555,3998,127,Email Open,2022-08-12T14:43:00,
11556,7129,164,Content Download,2022-09-04T08:27:00,
11557,98,153,Content Download,2023-05-29T06:46:00,
11558,6529,114,Page Visit,2021-03-04T19:09:00,direct
11559,4839,104,Form Fill,2021-11-19T18:22:00,referral
11560,7024,189,Webinar Registration,2024-03-03T00:43:00,
11561,1382,69,Email Open,2023-03-31T10:38:00,
11562,5326,76,Content Download,2021-04-29T22:24:00,
11563,3383,96,Page Visit,2024-09-06T01:52:00,google
11564,4121,146,Form Fill,2022-08-23T00:09:00,linkedin
11565,7771,134,Email Open,2022-07-20T03:00:00,
11566,5293,85,Content Download,2023-09-15T22:41:00,
11567,2081,150,Page Visit,2023-05-19T16:00:00,facebook
11568,7236,131,Webinar Attended,2020-11-13T06:27:00,
11569,600,170,Form Fill,2020-06-12T04:14:00,linkedin
11570,6012,104,Content Download,2021-12-21T12:46:00,
11571,3581,77,Email Open,2020-04-03T07:24:00,
11572,6951,157,Email Click,2023-12-04T12:21:00,
11573,89,46,Form Fill,2023-06-25T14:23:00,twitter
11574,3922,93,Email Open,2024-12-05T09:41:00,
11575,5635,66,Webinar Registration,2024-11-28T19:49:00,
11576,6985,175,Email Click,2021-12-13T22:20:00,
11577,4033,52,Email Open,2024-03-03T12:52:00,
11578,2787,125,Page Visit,2024-06-08T05:48:00,direct
11579,2980,62,Page Visit,2020-05-20T03:54:00,linkedin
11580,6392,70,Email Open,2020-10-16T02:40:00,
11581,2996,79,Unsubscribe,2022-02-13T02:39:00,
11582,4636,148,Form Fill,2022-03-17T14:38:00,google
11583,7844,75,,2023-08-31T20:54:00,referral
11584,5537,68,Webinar Attended,2024-11-11T03:27:00,
11585,5739,7,Form Fill,2021-03-16T13:32:00,referral
11586,7247,22,Email Click,2023-11-23T02:50:00,
11587,2464,63,Email Open,2021-03-15T20:46:00,
11588,1758,138,Email Open,2021-08-31T21:29:00,
11589,1375,157,Email Open,2023-12-03T15:24:00,
11590,2402,106,Form Fill,2024-11-03T13:33:00,google
11591,6625,136,Webinar Attended,2024-07-19T18:38:00,
11592,3906,158,Email Open,2024-07-15T15:12:00,
11593,6427,3,Email Open,2024-05-12T06:21:00,
11594,1775,60,Email Bounce,2022-04-12T03:14:00,
11595,6105,11,Content Download,2023-06-08T21:25:00,
11596,4161,92,Page Visit,2024-03-02T20:17:00,referral
11597,5862,90,Page Visit,2024-02-03T05:57:00,facebook
11598,4261,140,Form Fill,2021-11-10T11:58:00,twitter
11599,4794,182,Webinar Attended,2024-04-23T07:03:00,
11600,4425,136,Ad Click,2024-07-30T23:54:00,referral
11601,6820,77,Email Open,2020-04-02T18:04:00,
11602,3724,182,,2024-05-31T21:31:00,twitter
11603,1282,138,Email Open,2021-08-29T11:28:00,
11604,6100,62,Email Bounce,2020-05-13T09:40:00,
11605,895,72,Email Open,2022-02-03T02:36:00,
11606,2523,152,Form Fill,2023-02-07T16:36:00,direct
11607,6849,16,Webinar Registration,2021-11-22T12:10:00,
11608,5978,6,Content Download,2024-03-16T03:35:00,
11609,3538,172,Page Visit,2021-12-28T10:31:00,
11610,4274,142,Email Open,2024-01-27T11:18:00,
11611,2441,161,Form Fill,2020-06-07T19:16:00,referral
11612,485,186,Form Fill,2024-12-25T22:18:00,facebook
11613,3415,91,Page Visit,2023-01-04T09:41:00,referral
11614,2197,42,Content Download,2023-10-18T06:02:00,
11615,7886,113,Email Click,2024-08-23T22:47:00,
11616,939,21,Webinar Attended,2024-09-17T13:54:00,
11617,1701,69,Webinar Registration,2023-04-04T12:59:00,
11618,6591,50,Content Download,2023-03-31T00:58:00,
11619,7595,112,Content Download,2023-11-29T22:38:00,
11620,4000,134,Form Fill,2022-07-23T21:48:00,twitter
11621,5816,122,Email Open,2021-10-18T09:58:00,
11622,2213,162,Page Visit,2020-09-28T01:14:00,linkedin
11623,4309,96,Email Open,2024-09-10T05:20:00,
11624,4570,16,Webinar Registration,2021-11-26T08:29:00,
11625,6500,26,Webinar Registration,2020-07-03T15:46:00,
11626,5251,40,Form Fill,2022-04-14T20:50:00,linkedin
11627,6034,86,Page Visit,2023-09-26T17:32:00,twitter
11628,2124,78,Content Download,2030-03-15T14:30:00,
11629,4094,87,Email Click,2024-06-28T15:33:00,
11630,8,54,Page Visit,2022-12-31T18:30:00,direct
11631,3010,129,Ad Click,2023-10-16T01:49:00,google
11632,6857,163,Form Fill,2022-02-14T22:15:00,google
11633,6474,78,Webinar Registration,2023-04-13T12:03:00,
11634,6778,187,Page Visit,2020-08-23T23:39:00,facebook
11635,2677,,Unsubscribe,2024-10-26T22:10:00,
11636,1322,197,,2021-07-22T11:32:00,
11637,5681,17,Email Open,2020-12-27T21:21:00,
11638,1283,12,Unsubscribe,2021-09-24T07:58:00,
11639,5288,149,Email Open,2023-05-20T19:34:00,
11640,6926,139,Webinar Registration,2022-07-11T18:26:00,
11641,7463,71,Email Open,2024-03-02T20:21:00,
11642,6709,,Email Open,2023-11-10T11:25:00,
11643,6917,31,Email Open,2022-10-03T03:57:00,
11644,3928,125,Webinar Registration,2024-04-29T23:28:00,
11645,7689,63,Content Download,2021-04-07T09:51:00,
11646,2125,131,Page Visit,2020-11-12T23:33:00,
11647,4508,194,Form Fill,2020-06-12T16:09:00,direct
11648,5305,169,Email Open,2024-02-22T06:01:00,
11649,2037,29,Page Visit,2022-03-17T09:09:00,
11650,161,72,Page Visit,2022-02-03T10:23:00,google
11651,2333,62,Email Open,2020-04-28T15:12:00,
11652,2688,199,Email Open,2024-10-03T23:36:00,
11653,1870,184,Form Fill,2021-08-14T09:06:00,direct
11654,2147,99,Page Visit,2020-03-17T00:56:00,linkedin
11655,1929,25,Email Open,2022-07-22T11:36:00,
11656,1710,55,Email Open,2020-05-29T02:41:00,
11657,5264,35,Email Bounce,2024-06-09T22:37:00,
11658,5269,,Form Fill,2024-08-31T20:49:00,google
11659,6863,5,Page Visit,2023-06-05T10:08:00,
11660,410,192,Ad Click,2030-03-15T14:30:00,
11661,6853,175,Email Click,2021-10-31T05:08:00,
11662,6471,149,Content Download,2023-07-21T02:54:00,
11663,3837,39,Email Open,2022-11-18T21:46:00,
11664,4940,47,Email Open,2022-04-14T19:10:00,
11665,3737,158,Email Click,2024-07-02T09:21:00,
11666,277,50,Ad Click,2023-03-29T08:40:00,google
11667,1296,155,Form Fill,2024-10-03T15:42:00,direct
11668,1822,88,Form Fill,2021-07-30T04:58:00,direct
11669,5787,184,Form Fill,2021-08-12T04:45:00,
11670,691,184,Content Download,2021-09-01T22:43:00,
11671,550,40,Ad Click,2022-03-31T10:04:00,facebook
11672,2239,150,Email Click,2023-06-12T14:34:00,
11673,5468,181,Page Visit,2021-04-17T14:06:00,facebook
11674,5250,72,Page Visit,2022-01-26T15:47:00,
11675,6945,76,Email Open,2021-06-01T09:07:00,
11676,6384,59,Webinar Registration,2020-04-11T06:59:00,
11677,397,148,Form Fill,2022-04-03T10:52:00,
11678,4186,118,Ad Click,2024-12-11T00:00:00,linkedin
11679,7558,47,Page Visit,2022-06-18T12:49:00,linkedin
11680,5161,180,Unsubscribe,2021-02-03T07:11:00,
11681,2589,191,Unsubscribe,2024-09-16T15:11:00,
11682,714,154,Unsubscribe,2023-12-09T10:52:00,
11683,7678,88,Form Fill,2021-06-26T19:40:00,facebook
11684,4681,106,Email Open,2024-10-11T17:36:00,
11685,7211,142,Content Download,2024-01-14T07:05:00,
11686,6139,70,Email Click,2020-09-10T22:18:00,
11687,2240,115,Email Open,2023-07-18T23:43:00,
11688,7261,103,Email Open,2024-03-28T08:05:00,
11689,4325,72,Page Visit,2022-02-04T16:41:00,twitter
11690,2512,170,Ad Click,2020-06-16T22:20:00,referral
11691,3883,119,Email Bounce,2020-04-05T13:40:00,
11692,1980,142,Ad Click,2024-01-30T23:53:00,twitter
11693,5537,43,Content Download,2024-03-12T08:41:00,
11694,665,139,Page Visit,2022-06-25T08:59:00,
11695,6252,187,Email Open,2020-08-28T20:33:00,
11696,6569,161,Content Download,2020-06-06T23:36:00,
11697,3504,60,Webinar Registration,2022-04-15T00:23:00,
11698,216,4,Page Visit,2024-08-07T22:15:00,direct
11699,3405,134,Form Fill,2022-07-18T11:58:00,facebook
11700,2927,108,Email Open,2030-03-15T14:30:00,
11701,2232,63,Email Open,2021-03-14T05:57:00,
11702,7508,127,Email Open,2022-07-25T03:22:00,
11703,948,81,Ad Click,2024-07-31T09:06:00,facebook
11704,7025,50,Email Open,2023-06-01T23:53:00,
11705,266,106,Form Fill,2024-10-26T13:42:00,twitter
11706,7807,87,Ad Click,2024-06-23T04:31:00,linkedin
11707,5346,35,Form Fill,2024-07-08T12:16:00,google
11708,6047,48,Webinar Registration,2024-05-12T11:25:00,
11709,847,154,Email Open,2023-11-17T23:45:00,
11710,1614,122,Email Bounce,2021-12-19T03:23:00,
11711,1481,,Email Open,2021-07-28T19:55:00,
11712,7932,119,Ad Click,2020-05-14T23:25:00,google
11713,2675,189,Form Fill,2024-01-28T00:55:00,direct
11714,425,1,Email Click,2022-12-03T17:13:00,
11715,2980,23,Webinar Attended,2021-05-07T11:59:00,
11716,4418,188,Email Click,2022-03-10T02:12:00,
11717,950,130,Email Bounce,2022-08-25T06:45:00,
11718,5988,132,Ad Click,2023-08-10T21:42:00,
11719,683,117,Content Download,2030-03-15T14:30:00,
11720,5633,100,Form Fill,2024-10-29T21:32:00,
11721,3083,53,Webinar Attended,2021-05-06T10:14:00,
11722,2528,81,Content Download,2024-07-29T11:43:00,
11723,1949,194,Page Visit,2020-06-21T17:24:00,twitter
11724,6243,143,Ad Click,2023-10-02T20:35:00,
11725,7569,175,Content Download,2021-09-02T08:59:00,
11726,4164,185,Email Open,2021-09-22T08:56:00,
11727,3599,70,Email Open,2020-09-13T18:34:00,
11728,2698,101,Webinar Attended,2023-08-07T10:39:00,
11729,902,8,Email Open,2020-07-18T15:11:00,
11730,6150,76,Email Open,2021-04-30T09:07:00,
11731,4066,5,Email Open,2023-06-06T20:42:00,
11732,3631,117,Form Fill,2024-06-19T03:03:00,
11733,339,89,Webinar Registration,2020-04-19T13:35:00,
11734,1140,80,Ad Click,2021-05-11T10:08:00,referral
11735,1921,167,Email Open,2030-03-15T14:30:00,
11736,2930,2,Page Visit,2022-01-15T09:52:00,direct
11737,1230,18,Form Fill,2024-06-28T01:28:00,facebook
11738,3057,127,Ad Click,2022-08-12T02:17:00,facebook
11739,2982,88,Webinar Registration,2021-06-30T16:43:00,
11740,4892,44,Email Bounce,2022-12-20T00:36:00,
11741,63,50,Email Open,2030-03-15T14:30:00,
11742,2426,125,Email Bounce,2024-05-22T18:32:00,
11743,2958,151,Email Open,2021-08-14T02:27:00,
11744,2014,49,Unsubscribe,2022-08-14T20:47:00,
11745,6987,9,Form Fill,2022-10-04T04:41:00,google
11746,2049,58,Webinar Attended,2023-06-14T02:07:00,
11747,2814,,Email Open,2021-10-10T01:26:00,
11748,1607,98,Email Click,2020-10-21T03:58:00,
11749,463,62,Ad Click,2020-04-25T16:05:00,
11750,5890,80,Ad Click,2021-05-02T16:58:00,referral
11751,1041,12,,2021-08-28T15:26:00,
11752,1661,127,Webinar Attended,2022-08-02T08:10:00,
11753,2021,23,Content Download,2021-06-14T11:59:00,
11754,5676,70,Page Visit,2020-09-23T09:58:00,
11755,894,157,,2024-01-08T22:02:00,
11756,3701,127,Ad Click,2022-08-06T20:05:00,google
11757,6617,87,Ad Click,2024-06-17T16:35:00,direct
11758,2667,25,Email Click,2022-07-28T19:54:00,
11759,4449,182,Form Fill,2024-06-08T16:29:00,google
11760,1690,18,Email Click,2024-07-03T22:39:00,
11761,1763,64,Email Open,2022-02-09T11:31:00,
11762,6643,167,Email Click,2020-12-07T19:29:00,
11763,7395,,Email Open,2023-02-20T02:25:00,
11764,6287,65,Page Visit,2024-12-01T05:55:00,referral
11765,2020,32,Form Fill,2024-07-25T09:34:00,referral
11766,6414,171,Webinar Attended,2020-04-04T06:28:00,
11767,2062,176,Unsubscribe,2023-01-18T04:50:00,
11768,6677,181,Webinar Registration,2021-05-05T09:18:00,
11769,1421,123,Content Download,2022-09-03T14:12:00,
11770,505,159,Email Open,2020-08-31T11:33:00,
11771,5386,109,Page Visit,2020-05-21T14:35:00,direct
11772,3483,41,Webinar Registration,2021-02-27T12:16:00,
11773,515,79,Email Open,2022-02-19T01:22:00,
11774,5649,158,Page Visit,2024-08-01T18:45:00,
11775,7614,55,Email Open,2020-06-16T03:12:00,
11776,810,86,Webinar Attended,2030-03-15T14:30:00,
11777,4629,117,Page Visit,2024-06-03T01:46:00,direct
11778,7873,7,Webinar Registration,2021-03-25T08:32:00,
11779,5180,147,Form Fill,2022-01-13T20:02:00,direct
11780,6379,127,Email Open,2022-08-10T07:43:00,
11781,7778,8,Content Download,2020-07-30T08:29:00,
11782,665,26,Email Open,2020-06-28T04:35:00,
11783,2398,93,Ad Click,2024-11-20T16:11:00,
11784,77,12,Email Click,2021-07-09T17:24:00,
11785,3837,43,Webinar Registration,2024-02-22T06:27:00,
11786,2271,135,Email Bounce,2023-11-27T05:14:00,
11787,3829,99,Page Visit,2020-05-16T04:34:00,linkedin
11788,105,54,Form Fill,2030-03-15T14:30:00,twitter
11789,7825,106,Webinar Registration,2024-10-26T07:14:00,
11790,1803,44,Webinar Registration,2022-12-14T10:10:00,
11791,2143,11,Page Visit,2023-06-05T14:07:00,
11792,5906,3,Form Fill,2024-04-25T18:24:00,
11793,6719,,Content Download,2022-01-29T05:12:00,
11794,7935,68,Form Fill,2024-08-24T04:54:00,direct
11795,4309,133,Email Open,2020-01-30T20:36:00,
11796,6913,144,Content Download,2022-03-17T22:23:00,
11797,5488,66,Ad Click,2024-11-05T18:22:00,google
11798,6916,65,Email Open,2024-11-21T22:02:00,
11799,3383,93,Email Open,2024-11-10T04:30:00,
11800,2555,177,Email Open,2024-01-04T11:41:00,
11801,3168,172,Unsubscribe,2021-12-30T12:04:00,
11802,1521,167,Webinar Registration,2020-12-07T12:47:00,
11803,3606,42,Content Download,2023-11-12T19:59:00,
11804,7016,84,Email Open,2024-06-21T21:04:00,
11805,3700,87,Page Visit,2024-07-01T07:39:00,linkedin
11806,6781,47,Form Fill,2022-05-01T09:11:00,twitter
11807,2457,50,Content Download,2023-05-13T16:35:00,
11808,5311,129,Webinar Registration,2023-09-18T23:26:00,
11809,13,171,Content Download,2020-04-06T17:36:00,
11810,3661,161,Webinar Attended,2020-06-08T14:49:00,
11811,5702,96,Email Open,2024-09-08T00:37:00,
11812,5299,146,Email Open,2022-08-10T22:35:00,
11813,1168,133,Page Visit,2020-02-09T20:27:00,direct
11814,6520,56,Webinar Registration,2023-07-06T16:58:00,
11815,812,151,Email Click,2021-08-14T20:03:00,
11816,6393,71,Email Open,2024-02-29T19:22:00,
11817,490,149,Form Fill,2023-04-25T20:41:00,
11818,5390,177,Content Download,2023-12-10T13:17:00,
11819,3147,54,Webinar Registration,2022-12-06T15:39:00,
11820,6827,22,Form Fill,2023-11-21T01:31:00,
11821,4610,188,Unsubscribe,2022-02-28T04:20:00,
11822,6773,1,Form Fill,2022-11-15T06:49:00,
11823,2132,77,Form Fill,2020-03-28T11:32:00,linkedin
11824,3049,,Unsubscribe,2023-08-23T06:03:00,
11825,5592,127,Email Open,2022-08-08T12:23:00,
11826,4757,181,Content Download,2021-03-31T13:03:00,
11827,6239,90,Form Fill,2024-03-01T01:13:00,google
11828,74,136,Form Fill,2024-07-24T05:19:00,facebook
11829,123,58,Content Download,2023-06-02T23:14:00,
11830,3383,133,Email Open,2020-01-17T02:24:00,
11831,4444,101,Unsubscribe,2023-07-23T08:46:00,
11832,6935,66,Email Click,2024-12-16T00:00:00,
11833,7462,,Email Click,2020-01-11T08:33:00,
11834,313,154,Content Download,2023-11-30T21:43:00,
11835,4362,103,Email Open,2024-03-23T10:54:00,
11836,1931,105,Email Open,2020-08-27T15:01:00,
11837,5568,109,Ad Click,2020-05-26T03:42:00,twitter
11838,922,92,Form Fill,2024-04-12T14:44:00,referral
11839,3356,12,Webinar Registration,2021-09-25T14:10:00,
11840,1592,101,Webinar Attended,2023-07-27T07:00:00,
11841,3523,157,Ad Click,2024-01-10T01:08:00,google
